year	genre	author	shorttitle
37	mystery and detective fiction	Hayes, w. E. 	 Before the cock crowed
37	mystery and detective fiction	Heyer, G. 	 Talisman ring
37	mystery and detective fiction	Heyer, G. 	 They found him dead
37	mystery and detective fiction	Heyer, G. 	 The unfinished clue
37	mystery and detective fiction	Holdaway, N. A. 	 Murder in the ruins
37	mystery and detective fiction	Holden, R. P. 	 Death on the border
37	mystery and detective fiction	Hopkins, L. C. 	 The candle
37	mystery and detective fiction	Howes, R. 	 Death dupes a lady
37	mystery and detective fiction	Howes, R. 	 Night of the garter murder
37	mystery and detective fiction	Hunter. J. 	 Three die at midnight
37	mystery and detective fiction	Huxley, E. 	 Murder at Government house
37	mystery and detective fiction	Jones. J. 	 Murder-on-Hudson
37	mystery and detective fiction	Jordan. E. G. 	 The trap
37	mystery and detective fiction	Kastner, E. 	 The missing miniature
37	mystery and detective fiction	Keeler, H. S. 	 The defrauded yeggman
37	mystery and detective fiction	Keeler. H. S. 	 Ten hours
37	mystery and detective fiction	Kendrick, B. H. 	 The last express
37	mystery and detective fiction	Kendrick, 8. H. 	 The whistling hangman
37	mystery and detective fiction	King, R. 	 Crime of violence
37	mystery and detective fiction	Klrkham. S. D. 	 The pearl ship
37	mystery and detective fiction	Knight, C. 	 The affair of the heavenly voice
37	mystery and detective fiction	Knight, C. 	 Affair of the scarlet crab
37	mystery and detective fiction	Knight, K. M. 	 Seven were veiled
37	mystery and detective fiction	Kroll, H. H. 	 The ghosts of Slave Driver’s Bend
37	mystery and detective fiction	Kummer, F. A. 	 Death at eight bells
37	mystery and detective fiction	Leitfred, R. H. 	 The man who was murdered twice
37	mystery and detective fiction	Low, G. 	 Invitation to kill
37	mystery and detective fiction	Lowndes, M. A. 	 The fortune of Bridget Malone
37	mystery and detective fiction	McCord, J. 	 The return of Joan
37	mystery and detective fiction	MacDuff, D. 	 Murder strikes three
37	mystery and detective fiction	McNeile, H. C. 	 Challenge
37	mystery and detective fiction	Mainwaring, D. 	 The man who didn't exist
37	mystery and detective fiction	Mason, V. 	 The Castle Island case
37	mystery and detective fiction	Masterman, H. S. 	 The avenger strikes
37	mystery and detective fiction	Masterman, w. 5. 	 The border line
37	mystery and detective fiction	Meynell, L. H. 	 The door in the wall
37	mystery and detective fiction	Meynell, L. H. 	 0n the night of the 18th
37	mystery and detective fiction	Morland, N. 	 The clue of the bricklayer's aunt
37	mystery and detective fiction	Morton, A. 	 Man In the blue mask
37	mystery and detective fiction	Morton, A. 	 The return of Blue Mask
37	mystery and detective fiction	Nicolson, J. U. 	 Fingers of fear
37	mystery and detective fiction	Oliver, 6. 	 The moon saw murder
37	mystery and detective fiction	Oppenheim, E. P. 	 Ask Miss Mott
37	mystery and detective fiction	Oppenheim, E. P. 	 Dumb gods speak
37	mystery and detective fiction	Oursler, F. 	 About the murder of a man afraid of women
37	mystery and detective fiction	Owen, H. C. 	 Hays of death
37	mystery and detective fiction	Packard, F. L. 	 The dragon's Jaws
37	mystery and detective fiction	Palmer. S. 	 Omit flowers
37	mystery and detective fiction	Palmer, S. 	 The puzzle of the blue banderllla
37	mystery and detective fiction	Perry, J. D. 	 Murder walks the corridors
37	mystery and detective fiction	Phillpotts, E. 	 The wife of Ellas
37	mystery and detective fiction	Plummer, T. A. 	 Bonfire murder
37	mystery and detective fiction	Pratt, T. 	 Murder goes in a trailer
37	mystery and detective fiction	Propper, M. M. 	 The great insurance murders
37	mystery and detective fiction	Punshon, E. R. 	 Mystery of Mr Jessop
37	mystery and detective fiction	Queen, E., pseud. 	 Door between
37	mystery and detective fiction	Qulnn, E. 8. 	 One man's muddle
37	mystery and detective fiction	Rath, v. 	 The anger of the bells
37	mystery and detective fiction	Reed, H. 	 Case of the crawling cockroach
37	mystery and detective fiction	Reilly, H. 	 File on Rufus Ray
37	mystery and detective fiction	Kivett, E. C. 	 Death of an author
37	mystery and detective fiction	Roche. A. S. 	 Hard to get
37	mystery and detective fiction	Russell. C. M. 	 The tiny diamond
37	mystery and detective fiction	Ryerson, F., and 	 Clements, C. C. The Borgia blade
37	mystery and detective fiction	Sampson, R. H. 	 The ghost it was
37	mystery and detective fiction	Sampson. R. H. 	 The murderers of Monty
37	mystery and detective fiction	Saxby, C., and 	 Molnar, L. Death over Hollywood
37	mystery and detective fiction	Bayers, D. L. 	 Busman's honeymoon
37	mystery and detective fiction	Seltzer, C. A. 	 Parade of the empty boots
37	mystery and detective fiction	Shaw, 3. T. 	 It happened at the lake
37	mystery and detective fiction	Shellabarger. S. 	 while murder waita
37	mystery and detective fiction	Sloane. w. 	 To walk the night
37	mystery and detective fiction	Smith, A. 	 Murder a la Richelieu
37	mystery and detective fiction	Smith, E. 8. 	 Return of Kal Lung
37	mystery and detective fiction	Smith, L. D. 	 Girl hunt
37	mystery and detective fiction	Sprlgg, C. 	 St J. Six queer things
37	mystery and detective fiction	Steel. K, pseud. 	 Murder In G-sharp
37	mystery and detective fiction	Stevens, F. M. 	 Ghost river
37	mystery and detective fiction	Stevens, F. M. 	 Stormy night
37	mystery and detective fiction	Stewart, A. N. 	 A minor operation
37	mystery and detective fiction	Stewart, J. I. M. 	 Hamlet, revenge
37	mystery and detective fiction	Stewart, J. I. M. 	 Seven suspects
37	mystery and detective fiction	Stockwell, G. 	 Death by Invitation
37	mystery and detective fiction	Stone, E. 	 Fear rides the fog
37	mystery and detective fiction	Storme, P. 	 The thing In the brook
37	mystery and detective fiction	Stout, R. 	 The hand in the glove
37	mystery and detective fiction	Stout, R. 	 Red box
37	mystery and detective fiction	Street, C. J. C. 	 Death sits on the board
37	mystery and detective fiction	Street, C. J. C. 	 Harvest murder
37	mystery and detective fiction	Swiggett, H. 	 Corpse in the derby hat
37	mystery and detective fiction	Taylor, P. A. 	 Figure away
38	historical fiction	Blech, H. 	 The world is mine
38	historical fiction	Corcoran. C. 	 Blackrobe
38	historical fiction	Kamban, G. 	 I see a wondrous land
38	historical fiction	Harding, B. 	 Farewell 'Tolnette
38	historical fiction	Graves, R. 	 Count Belisarlus
38	historical fiction	Challis, G. 	 The naked blade
38	historical fiction	Grant, 3. 	 Hinged Pharaoh
38	historical fiction	Carleton, P. 	 Under the H09
38	historical fiction	Goudge. E. 	 Towers in the mist
38	historical fiction	Jones, C. 	 Garland of bays
38	historical fiction	Lucas, A. 	 Old motley
38	historical fiction	Harding, 8. 	 Farewell 'Tolnette
38	historical fiction	Sheean, V. 	 A day of battle
38	historical fiction	Bottome, P. 	 The mortal storm
38	historical fiction	Hansard, R. 	 The silver fox
38	historical fiction	Mendelssohn, P. 	 All that matters
38	historical fiction	Scthstedt. w. 	 In praise of life
38	historical fiction	Sothern, M. 	 Death solves nothing
38	historical fiction	Neumann, R. 	 A woman screamed
38	historical fiction	Manning, 0. 	 The wind changes
38	historical fiction	Nolan, J. 	 Red Hugh of Ireland
38	historical fiction	Lome, C. 	 Mexican masquerade
38	historical fiction	Aminoff, C. L. C. 	 Retreat
38	historical fiction	Frischauer. P. 	 A great lord
38	historical fiction	Forester, C. S. 	 Ship of the line
38	historical fiction	Dekker. M. 	 Beggars' revolt
38	historical fiction	Lancaster, Q. B. 	 Promenade
38	historical fiction	Saphlre, S. 	 A challenge to Caesar
38	historical fiction	Duguid, J. 	 Father Coldstream
38	historical fiction	Frischauer, P. 	 A great lord
38	historical fiction	Hardy, w. G. 	 Turn back the river
38	historical fiction	Fechin, A. 	 March of the past
38	historical fiction	Frondale, P. 	 Port Arthur
38	historical fiction	Walsh, M. 	 The dark rose
38	historical fiction	Pozner, V. 	 Bloody baron
38	historical fiction	Tikhonov V. 	 The mountains and the stars. f A :', 08) Spain
38	historical fiction	Malraux, A. 	 Man's hope
38	historical fiction	Sharer, D. C. 	 Smokeflres In Schoharle
38	historical fiction	Summers, R. A. 	 The devil's highway
38	historical fiction	Forbes, E. 	 The general's lady
38	historical fiction	Halnes, B. I. 	 The exquisite siren
38	historical fiction	Harris, C. 	 Trumpets at dawn
38	historical fiction	Hough, F. 0. 	 Renown
38	historical fiction	Mason, V. 	 Three harbours
38	historical fiction	Shafer, D. C. 	 Smokeflres In Schoharle
38	historical fiction	Singmaster, E. 	 Rifles for Washington
38	historical fiction	Swanson, N. H. 	 The forbidden ground
38	historical fiction	Derleth, A. W. 	 Wind over Wisconsin
38	historical fiction	Sinclair, H. 	 American years
38	historical fiction	Stewart, 6. R. 	 East of the giants
38	historical fiction	Campbell, W. S. 	 Revolt on the border
38	historical fiction	Allen, H. 	 Action at Aquila
38	historical fiction	Burnett, W. R. 	 The dark command
38	historical fiction	Faulkner, W. 	 The unvanqulshed
38	historical fiction	McCord. J. 	 Redhouse on the hill
38	historical fiction	Penney, K. M. 	 Cross currents
38	historical fiction	Faulkner. W. 	 The unvanquished
38	historical fiction	Krey, L. L. 	 And tell of time
38	historical fiction	Taylor, R. M. 	 Brazos
38	mystery and detective fiction	Abrahams. D. C., and 	 Simon, S. J. A bullet In the ballet
38	mystery and detective fiction	Abrahams, D. C., and 	 Simon, S. J. Murder 3 la Stroganoff
38	mystery and detective fiction	Addis, E. E. 	 Crime within crime
38	mystery and detective fiction	Allingham, M. 	 The fashion In shrouds
38	mystery and detective fiction	Archer, A. A. 	 The week-end murders
38	mystery and detective fiction	Austin. H. 	 The cock's tail murder
38	mystery and detective fiction	Austin, H. 	 Lilies for madame
38	mystery and detective fiction	Bagby. G. A. 	 Murder on the nose
38	mystery and detective fiction	Bailey, H. C. 	 This Is Mr Fortune
38	mystery and detective fiction	Baker, A. 	 Mum's the word for murder
38	mystery and detective fiction	Baker. R. M. 	 Death stops the bells
38	mystery and detective fiction	Seeding, F. 	 Heads off at midnight
38	mystery and detective fiction	Bentley, E. C. 	 Trent Intervenes
38	mystery and detective fiction	Blochman. L. G. 	 Midnight Balling
38	mystery and detective fiction	Boutell. A. 	 Death brings A Storke
38	mystery and detective fiction	Boyle, K. 	 Monday night
38	mystery and detective fiction	Brice, M. 	 Green wood burns slow
38	mystery and detective fiction	Brown. R. 	 Escape
38	mystery and detective fiction	Brown, 2. 	 The simple way of poison
38	mystery and detective fiction	Brown. Z. 	 Three bright pebbles
38	mystery and detective fiction	Burt. K. 	 Safe road
38	mystery and detective fiction	Burton, M. 	 The platinum cat
38	mystery and detective fiction	Bush, C. 	 The case of the Tudor queen
38	mystery and detective fiction	Bush, C. 	 The leaning man
38	mystery and detective fiction	Carr, J. D. 	 The crooked hinge
38	mystery and detective fiction	Carr, J. D. 	 Death in five boxes
38	mystery and detective fiction	Carr, J. D. 	 The Judas window
38	mystery and detective fiction	Carr. J. D. 	 To wake the dead
38	mystery and detective fiction	Casson, S. 	 Murder by burial
38	mystery and detective fiction	Chambers. w. 	 Dog eat dog
38	mystery and detective fiction	Chambers, w. 	 Once too often
38	mystery and detective fiction	Charteris. L. 	 Follow the Saint
38	mystery and detective fiction	Cheyney, P. 	 Dames don't care
38	mystery and detective fiction	Christie, A. 	 Appointment with death
38	mystery and detective fiction	Christie. A. 	 Death on the Nile
38	mystery and detective fiction	Clason. C. B. 	 The man from Tibet
38	mystery and detective fiction	Clason. C. B. 	 The whispering ear
38	mystery and detective fiction	Cole. G. D. H. and M. I. 	 The missing aunt
38	mystery and detective fiction	Corne, M. E. 	 Death at a masquerade
38	mystery and detective fiction	Corne. M. E. 	 Death at the Manor
38	mystery and detective fiction	Cox, A. B. 	 A puzzle In poison
38	mystery and detective fiction	Crofts, F. H. 	 The futile alibi
38	mystery and detective fiction	Crosby, L. 	 Terror by night
38	mystery and detective fiction	Dana, F. 	 Murder at the New York world's fair
38	mystery and detective fiction	Davis, F. C. 	 Coffins for three
38	mystery and detective fiction	Davis, T. 	 Murder on alternate Tuesdays
38	mystery and detective fiction	Day-Lewis, C. 	 The beast must die
38	mystery and detective fiction	Dean, R. G. 	 Murder makes a merry widow
38	mystery and detective fiction	Dean, R. G. 	 A murder of convenience
38	mystery and detective fiction	Dean, R. G. 	 Murder on margin
38	mystery and detective fiction	De Laguna, F. 	 Fog on the mountain
38	mystery and detective fiction	Delany. J. F. 	 The Christmas tree murders
38	mystery and detective fiction	Delany. J. F. 	 Grasp at straws
38	mystery and detective fiction	Donavan, J. 	 The case of the beckoning dead
38	mystery and detective fiction	Drake, D. 	 The Falcon meets a lady
38	mystery and detective fiction	DuBois, T. 	 Death wears a white coat
38	mystery and detective fiction	Eberhart, M. 	 The glass slipper
38	mystery and detective fiction	Eberhart, M. 	 Hasty wedding
38	mystery and detective fiction	Evermay, M. 	 They talked of poison
38	mystery and detective fiction	Farjeon, J. J. 	 Mystery In white
38	mystery and detective fiction	Farjeon, J. J. 	 Thirteen guests
38	mystery and detective fiction	Fielding. A. E. 	 Black cats are lucky
38	mystery and detective fiction	Fielding. A. E. 	 Murder In Suffolk
38	mystery and detective fiction	Fltzsimmons. C. 	 Sudden silence
38	mystery and detective fiction	Fleming, R. 	 Cradled in murder
38	mystery and detective fiction	Fletcher, J. S. 	 And sudden death
38	mystery and detective fiction	Fletcher, J. S. 	 The mystery of the Hushing pool
38	mystery and detective fiction	Flynn, B. 	 Tread softly
38	mystery and detective fiction	Footner, H. 	 The death of a celebrity
38	mystery and detective fiction	Forrest, N. 	 Death took a Greek god
38	mystery and detective fiction	Forrest. N. 	 Death took a publisher
38	mystery and detective fiction	Freeman, M. J. 	 The scarf on the scarecrow
38	mystery and detective fiction	Gardner, E. S. 	 The case of the shoplifter's shoe
38	mystery and detective fiction	Gardner, E. S. 	 The case of the substitute face
38	mystery and detective fiction	Gardner, E. S. 	 The D.A. holds a candle
38	mystery and detective fiction	Goldman, R. I.,. 	 Murder without motive
38	mystery and detective fiction	Gore, H. 	 The mystery of the painted nude
38	mystery and detective fiction	Govan. C. N. 	 Plantation murder
38	mystery and detective fiction	Graeme, 8., pseud. 	 Mystery on the Queen Mary
38	mystery and detective fiction	Greene. J. E. 	 Madmen die alone
38	mystery and detective fiction	Grlbble, L. R. 	 Who killed Oliver Cromwell
38	mystery and detective fiction	Hanson, V. 	 Death walks the post
38	mystery and detective fiction	Harris, C. 	 Murder in amber
38	mystery and detective fiction	Hayes, H. E. 	 Black chronicle
38	mystery and detective fiction	Healey, E. P. 	 Cralne's first case
38	mystery and detective fiction	Heath, E. 	 Death takes a dive
38	mystery and detective fiction	Heller, L. 	 Murder In make-up
38	mystery and detective fiction	Heyer. G. 	 A blunt Instrument
38	mystery and detective fiction	Holding, E. 	 The obstinate murderer
38	mystery and detective fiction	Horler, S. 	 A gentleman for the gallows
38	mystery and detective fiction	Howes, R. 	 Murder at maneuvers
38	mystery and detective fiction	Huphston. D. 	 You stand accused
38	mystery and detective fiction	Hunter, J. 	 The man behind
38	mystery and detective fiction	Huxley, E. 	 Murder on safari
38	mystery and detective fiction	Irwin, I. 	 A body rolled downstairs
38	mystery and detective fiction	Johnston, M. 	 Comets have long tails
38	mystery and detective fiction	Johnston, M. 	 Death casts a lure
38	mystery and detective fiction	Jones, N. 	 The case of the hanging lady
38	mystery and detective fiction	Keeler, H. S. 	 Behind that mask
38	mystery and detective fiction	Keeler, H. S. 	 The mysterious Mr
38	mystery and detective fiction	Kendrick, B. H. 	 Death beyond the go-thru
38	mystery and detective fiction	King. S. 	 If I die before I wake
38	mystery and detective fiction	Knight, C. 	 The affair at Palm Springs
38	mystery and detective fiction	Knlrfit, C. 	 The affair of the ginger lei
38	mystery and detective fiction	Knight, K. M. 	 Acts of black night
38	mystery and detective fiction	Knight. K. M. 	 The tainted token
38	mystery and detective fiction	Kummer, F. A. 	 The scarecrow murders
38	mystery and detective fiction	Kummer, F. A. 	 The twisted face
38	mystery and detective fiction	Lambert, G. B. 	 Murder In Newport
38	mystery and detective fiction	Latlmer, J. 	 The dead don't care
38	mystery and detective fiction	Little, C. and G. 	 The black-headed pins
38	mystery and detective fiction	Little, C. and c. 	 The grey mist murders
38	mystery and detective fiction	Livingston, A. 	 Night of crime
38	mystery and detective fiction	Lowndes, M. A. 	 why It happened
38	mystery and detective fiction	McCarthy. 3. R. 	 Special agent
38	mystery and detective fiction	McCloy, H. 	 Dance of death
38	mystery and detective fiction	MacDonald. P. 	 Warrant for
38	mystery and detective fiction	McGuire, P. 	 A funeral In Eden
38	mystery and detective fiction	MacQueen, J. N. 	 The odor of bitter almonds
38	mystery and detective fiction	Malnwaring, D. 	 The man who murdered Goliath
38	mystery and detective fiction	Mainwaring, D. 	 Then there were three
38	mystery and detective fiction	Marfleld, D. 	 The mandarin's sapphire
38	mystery and detective fiction	Marquand, J. P. 	 Mr Moto Is so sorry
38	mystery and detective fiction	Marsh. N. 	 Artists In crime
38	mystery and detective fiction	Marsh, N. 	 Death In a white tie
38	mystery and detective fiction	Marshall, M. H. 	 Land of their fathers
38	mystery and detective fiction	Mason, V. 	 The Cairo garter murders
38	mystery and detective fiction	Masterman, w. 5. 	 The hunted man
38	mystery and detective fiction	Mastermun, H. S. 	 The wrong verdict
38	mystery and detective fiction	Melk, V. 	 The curse of Red Shiva
38	mystery and detective fiction	Merrick, M. 	 Mysterious Mr Frame
38	mystery and detective fiction	Morland, N. 	 The case without a clue
38	mystery and detective fiction	Morland, N. 	 The clue in the mirror
38	mystery and detective fiction	Morton, A. 	 Blue Mask at bay
38	mystery and detective fiction	Morton, A. 	 Salute Blue Mask
38	mystery and detective fiction	Murphy, R. 	 Murder in waiting
38	mystery and detective fiction	Offord. L. G. 	 Murder on Russian hill
38	mystery and detective fiction	Oppenhelm, E. P. 	 Curious happenings to the Rooke legatees
38	mystery and detective fiction	Page, M. 	 Fast company
38	mystery and detective fiction	Philips, 3. P. 	 The death syndicate
38	mystery and detective fiction	Phlllpotts, E. 	 Lycanthrope
38	mystery and detective fiction	Pratt, T. 	 Murder goes to the dogs
38	mystery and detective fiction	Prescott, H. F. M. 	 Dead and not buried
38	mystery and detective fiction	Propper, M. M. 	 The case of the cheating bride
38	mystery and detective fiction	Punshon, E. R. 	 The bath mysteries
38	mystery and detective fiction	Punshon, E. R. 	 Death of a tyrant
38	mystery and detective fiction	Punshon, E. R. 	 The dusky hour
38	mystery and detective fiction	Queen, E., ed. 	 Challenge to the reader
38	mystery and detective fiction	Queen, E. 	 The devil to pay
38	mystery and detective fiction	Queen, E. 	 The four of hearts
38	mystery and detective fiction	Rath, V. 	 The dark cavalier
38	mystery and detective fiction	Rawson, C. 	 Death from a top hat
38	mystery and detective fiction	Reed, H. 	 The swing music murder
38	mystery and detective fiction	Rees, A. J. 	 The corpse that traveled
38	mystery and detective fiction	Reynolds. 6. M. 	 Black light
38	mystery and detective fiction	Rice. L. 	 Hell dressed for murder
38	mystery and detective fiction	Rinehart, M. 	 The wall
38	mystery and detective fiction	Ronald, J. 	 They can't hang me
38	mystery and detective fiction	Russell. C. M. 	 Night on the pathway
38	mystery and detective fiction	Saltmarsh. M. 	 The clouded moon
38	mystery and detective fiction	Saxby, C. 	 Murder at the mike
38	mystery and detective fiction	Sayers, D. L. 	 The Dawson pedigree, and Lord Peter views the body
38	mystery and detective fiction	Sayers, D. L., and Eustace, R. 	 Clouds of witness, and The documents in the case
38	mystery and detective fiction	Seeley. M. 	 The listening house
38	mystery and detective fiction	Smith, L. D. 	 Death Is thy neighbor
38	mystery and detective fiction	Snell, E. 	 Murder in Switzerland
38	mystery and detective fiction	Starrett, V. 	 Midnight and Percy Jones
38	mystery and detective fiction	Steele, w. D. 	 Sound of rowlocks
38	mystery and detective fiction	Stewart, A. H. 	 Murder will speak
38	mystery and detective fiction	Stewart, A. H. 	 Truth comes limping
38	mystery and detective fiction	Stewart, J. I. M. 	 Lament for a maker
38	mystery and detective fiction	Stockwell, G. 	 The embarrassed murderer
38	mystery and detective fiction	Stout, R. 	 Too many cooks
38	mystery and detective fiction	Street, C. J. C. 	 Body unidentified
38	mystery and detective fiction	Street. C. J. C. 	 Invisible weapons
38	mystery and detective fiction	Street, C. J. C. 	 The tower of evil
38	mystery and detective fiction	Taylor, P. A. 	 The annulet of gilt
39	historical fiction	Lofts. N. 	 Colin Lowrle
39	historical fiction	Riding, L. 	 Lives of wives
39	historical fiction	Myers, H. 	 Our lives have Just begun
39	historical fiction	Hackett, F. 	 Queen Anne Boleyn
39	historical fiction	Heyer, G. 	 Royal escape
39	historical fiction	Mason, A. E. w. 	 Konigsmark
39	historical fiction	Deeping. H. 	 Martin Valliant
39	historical fiction	Gibbs, P. H. 	 This nettle, danger
39	historical fiction	Buchan, J. 	 Adventures of Richard Hannay
39	historical fiction	Seppttnen, U. 	 Sun and storm
39	historical fiction	Green, A. 	 The silent duchess
39	historical fiction	Holland, R. S. 	 The Chateau of the swan
39	historical fiction	Mann, H. 	 Henry, king of France
39	historical fiction	White, H. C. 	 To the end of the world
39	historical fiction	Sabatlnl, R. 	 The sword of Islam
39	historical fiction	Mason, A. E. w. 	 Konigsmark
39	historical fiction	Stocking, C. F. 	 Out of the dust
39	historical fiction	Horvath. 0. von. 	 A child of our time
39	historical fiction	Schisgall, 0. 	 Swastika
39	historical fiction	Sothern, M. 	 Chosen races
39	historical fiction	Bontemps, A. 	 Drums at dusk
39	historical fiction	Lederer, C. 	 The eagle's quest
39	historical fiction	Johnston, M. 	 The rising
39	historical fiction	white, T. H. 	 The sword In the stone
39	historical fiction	Forester, C. S. 	 Captain Horatio Hornblower
39	historical fiction	Forester, C. S. 	 Flying colours
39	historical fiction	Schumann, M. 	 Strife before dawn
39	historical fiction	Baldwin, 	 It. 0. The delectable country
39	historical fiction	Koestler, A. 	 The gladiators
39	historical fiction	River, w. L. 	 The Torguts
39	historical fiction	Ostrovskll, N. A. 	 Born of the storm
39	historical fiction	Gait. J. 	 The gathering of the Nest
39	historical fiction	Goudge, E. 	 The middle window
39	historical fiction	Irwin, M. E. F. 	 The bride
39	historical fiction	Cloete, S. 	 Watch for the dawn
39	historical fiction	Allan, T. 	 This time a better earth
39	historical fiction	Hill, 3. 	 No victory for the soldier
39	historical fiction	Joseph, F. J. 	 Amateurs in arms
39	historical fiction	Kesten. H. 	 Children of Guernica
39	historical fiction	Davis, C. B. 	 Nebraska coast
39	historical fiction	Page, E. 	 The tree of liberty
39	historical fiction	Pound, A. 	 Hawk of Detroit
39	historical fiction	Hughes, R. 	 Stately timber
39	historical fiction	Lofts, N. 	 Blossom like the rose
39	historical fiction	Jennings, J. E. 	 Next to valour
39	historical fiction	Cormack, M. 	 Land for my sons
39	historical fiction	Fast. H. M. 	 Conceived in liberty
39	historical fiction	Hough, F. O. 	 If not victory
39	historical fiction	Lancaster, 8. 	 Guns of Burgoyne
39	historical fiction	Williams. B. A. 	 Thread of scarlet
39	historical fiction	Griswold. F. 	 A sea island lady
39	historical fiction	Heagney, H. J. 	 Blockade runner
39	historical fiction	Lancaster, 8., and 	 Brentano, L. Bride of a thousand cedars
39	historical fiction	Shuster, G. N. 	 Look away
39	mystery and detective fiction	Acheson. E. 	 Murder to hounds
39	mystery and detective fiction	Addis. B. B. 	 Crime to music
39	mystery and detective fiction	Alllngham, M. 	 Mr Campion: criminologist
39	mystery and detective fiction	Ambler, E. 	 A coffin for Dimitrlos
39	mystery and detective fiction	Anson, L,. 	 Even doctors die
39	mystery and detective fiction	Armstrong, M. N. 	 Murder In stained glass
39	mystery and detective fiction	Atkey, B. 	 Arsenic and gold
39	mystery and detective fiction	August, J. 	 Troubled star
39	mystery and detective fiction	Austin, A. 	 Murdered but not dead
39	mystery and detective fiction	Bagby, G. A. 	 Bird walking weather
39	mystery and detective fiction	Bagby, Q. A. 	 The corpse with the purple thighs
39	mystery and detective fiction	Bailey, H. 	 what night will bring
39	mystery and detective fiction	Bailey, H. C. 	 The great game
39	mystery and detective fiction	Bailey, H. C. 	 Mr Clunk's text
39	mystery and detective fiction	Baker, A. 	 The kissed corpse
39	mystery and detective fiction	Bayne, S. 	 Murder recalls Van Kill
39	mystery and detective fiction	Beam, M., and 	 Brltton, S. Murder In a shell
39	mystery and detective fiction	Beedlng, F. 	 He could not have slipped
39	mystery and detective fiction	Benjamin, 8. 	 A well-born corpse
39	mystery and detective fiction	Blochman, L. G. 	 Blow-down
39	mystery and detective fiction	Boucher, A. 	 The case of the crumpled knave
39	mystery and detective fiction	Boutell, A. 	 Death has a past
39	mystery and detective fiction	Boutell, A. 	 Tell death to wait
39	mystery and detective fiction	Brown, 2. 	 False to any man
39	mystery and detective fiction	Brown, 2. 	 Mr Pinkerton at the Old Ange
39	mystery and detective fiction	Brown, 2. 	 Reno rendezvous
39	mystery and detective fiction	Brown, 2. 	 The town cried murder
39	mystery and detective fiction	Bush, C. 	 The case of the green felt hat
39	mystery and detective fiction	Cameron, D. C. 	 Murder's coming
39	mystery and detective fiction	Cameron, E. 	 Dead man's shoes
39	mystery and detective fiction	Campbell, H. 	 Moor flres mystery
39	mystery and detective fiction	Carr, J. D. 	 The problem of the green capsule
39	mystery and detective fiction	Carr, J. D. 	 The problem of the wire cage
39	mystery and detective fiction	Carr, 3. D. 	 The reader is warned
39	mystery and detective fiction	Chambers, w. 	 You can't get away by running
39	mystery and detective fiction	Chandler, R. 	 The big sleep
39	mystery and detective fiction	Cheyney, P. 	 The urgent hangman
39	mystery and detective fiction	Christie. A. 	 Basy to kill
39	mystery and detective fiction	Christie, A. 	 Murder for Christmas
39	mystery and detective fiction	Christie, A. 	 The regatta mystery
39	mystery and detective fiction	Clason, C. B. 	 Dragon's cave
39	mystery and detective fiction	Clason, C. B. 	 Murder gone MInoan
39	mystery and detective fiction	Claymore, T. 	 This is what happened
39	mystery and detective fiction	Cole, 6. D. H. and M. I. 	 Double blackmail
39	mystery and detective fiction	Cole, G. D. H. and M. I. 	 Mrs Harrender's profession
39	mystery and detective fiction	Corne, M. E. 	 A magnet for murder
39	mystery and detective fiction	Cox, A. B. 	 Death In the House
39	mystery and detective fiction	Coxe, G. H. 	 Four frightened women
39	mystery and detective fiction	Coxe, G. H. 	 Murder for the asking
39	mystery and detective fiction	Crofts, F. H. 	 Antidote to venom
39	mystery and detective fiction	Crofts, F. H. 	 Tragedy In the hollow
39	mystery and detective fiction	Cunningham, A. B. 	 Murder at Deer Lick
39	mystery and detective fiction	Curtlss. E. 	 Dead dogs bite
39	mystery and detective fiction	Darby, R. 	 Death boards the Lazy Lady
39	mystery and detective fiction	Davis, F. C. 	 He wouldn't stay dead
39	mystery and detective fiction	Davis, F. C. 	 Poor, poor Yorlck
39	mystery and detective fiction	Dean, D. 	 The emerald murder case
39	mystery and detective fiction	Dean, E. 	 Murder Is a collector's item
39	mystery and detective fiction	Dean, R. G. 	 Murder most opportune
39	mystery and detective fiction	Derleth, A. w. 	 Sentence deferred
39	mystery and detective fiction	Disney, D. C. 	 The golden swan murder
39	mystery and detective fiction	Disney. 0. C. 	 Strawstack
39	mystery and detective fiction	Du Bois, T. 	 Death dines out
39	mystery and detective fiction	Du Bols, T. 	 Death tears a comic strip
39	mystery and detective fiction	Eberhart, M. 	 The chiffon scarf
39	mystery and detective fiction	Erskine, M. 	 The limping man
39	mystery and detective fiction	Fair, A. A. 	 The bigger they come
39	mystery and detective fiction	Farjeon, J. J. 	 Death in fancy dress
39	mystery and detective fiction	Farjeon. J. J. 	 Seven dead
39	mystery and detective fiction	Fetta, E. L. 	 Murder In style
39	mystery and detective fiction	Field. M. 	 Who killed Aunt Maggie
39	mystery and detective fiction	Fischer, 8. 	 So much blood
39	mystery and detective fiction	Fitzsimmons, C. 	 Mystery at Hidden Harbor
39	mystery and detective fiction	Fitzsimmons, C.. and 	 Mulholland. J. The girl In the cage
39	mystery and detective fiction	Fonseca, E. H. 	 The affair at the Grotto
39	mystery and detective fiction	Footner, H. 	 The murder that had everything
39	mystery and detective fiction	Footner, H. 	 The nation's missing guest
39	mystery and detective fiction	Ford. 8. 	 Show business
39	mystery and detective fiction	Freeman, JR. A. 	 The stoneware monkey
