title	words_men	words_women	frac_women	script_id	imdb_id	year	gross
Highlander	4386.0	1720.0	0.28169014084507044	2540	tt0091203	1986	13.0
Highlander: Endgame	7796.0	1029.0	0.11660056657223795	1008	tt0144964	2000	20.0
His Girl Friday	11610.0	5979.0	0.33992836431860823	1015	tt0032599	1940	
Hitch	6483.0	3631.0	0.35900731659086416	7780	tt0386588	2005	241.0
Hitchcock	5300.0	2378.0	0.3097160718937223	4361	tt0975645	2012	6.0
Holes	6583.0	829.0	0.11184565569347005	4365	tt0311289	2003	97.0
Hollow Man	10502.0	6032.0	0.36482399903229706	2548	tt0164052	2000	118.0
Home Alone	1795.0	757.0	0.2966300940438871	7120	tt0099785	1990	588.0
Honeydripper	10461.0	2733.0	0.20713960891314234	2550	tt0829193	2007	
Hook	5172.0	2335.0	0.311043026508592	8618	tt0102057	1991	247.0
Hope and Glory	4463.0	3234.0	0.4201637001429128	4369	tt0093209	1987	22.0
Horns	8335.0	1997.0	0.19328300425861403	6300	tt1528071	2013	
Horrible Bosses	11150.0	1125.0	0.09164969450101833	2551	tt1499658	2011	129.0
Horrible Bosses 2	9988.0	377.0	0.03637240713941148	8243	tt2170439	2014	57.0
Hostage	6075.0	669.0	0.09919928825622776	1016	tt0340163	2005	46.0
Hot Fuzz	8845.0	627.0	0.06619510135135136	8902	tt0425112	2007	29.0
Hot Rod	10634.0	1793.0	0.1442826104449988	4373	tt0787475	2007	17.0
Hot Stuff	7059.0	1048.0	0.12927100037005057	8157	tt0079308	1979	
Hot Tub Time Machine	12196.0	1169.0	0.08746726524504302	2558	tt1231587	2010	55.0
Hotel Rwanda	6113.0	1008.0	0.14155315264710014	1019	tt0395169	2004	32.0
House of 1000 Corpses	5325.0	3062.0	0.3650888279480148	1018	tt0251736	2003	18.0
House of Games	1690.0	1458.0	0.46315120711562896	7445	tt0093223	1987	5.0
House of Wax	1514.0	1153.0	0.432320959880015	7167	tt0397065	2005	43.0
House of the Damned	2776.0	1828.0	0.3970460469157255	4377	tt0116573	1996	
House on Haunted Hill	4963.0	1816.0	0.2678861188965924	4378	tt0185371	1999	69.0
How Do You Know	7217.0	5179.0	0.41779606324620844	4379	tt1341188	2010	33.0
How to Lose Friends & Alienate People	11350.0	5181.0	0.31341116689855425	2565	tt0455538	2008	3.0
How to Train Your Dragon	14848.0	1947.0	0.11592735933313486	2566	tt0892769	2010	239.0
How to Train Your Dragon 2	6638.0	1887.0	0.22134897360703812	2567	tt1646971	2014	188.0
Hudson Hawk	8880.0	1903.0	0.17648149865529072	2569	tt0102070	1991	35.0
Hulk	8096.0	545.0	0.06307140377271149	6672	tt0286716	2003	190.0
Human Nature	10308.0	8896.0	0.4632368256613206	2576	tt0219822	2001	1.0
Hunchback of Notre Dame	4521.0	1301.0	0.22346272758502234	5533	tt0116583	1996	196.0
Hyde Park on Hudson	3329.0	3558.0	0.5166255263540003	5416	tt1477855	2012	6.0
I Am Legend	5654.0	1383.0	0.19653261332954383	4392	tt0480249	2007	323.0
I Am Number Four	10237.0	2926.0	0.22228975157638836	2579	tt1464540	2011	60.0
I Am Sam	5480.0	10596.0	0.6591191838765862	2580	tt0277027	2001	61.0
I Know What You Did Last Summer	1074.0	4583.0	0.8101467208767898	7148	tt0119345	1997	136.0
I Love You Phillip Morris	8417.0	881.0	0.09475155947515594	2582	tt1045772	2009	2.0
I Melt with You	6579.0	765.0	0.10416666666666667	4394	tt1691920	2011	
I Smile Back	4059.0	3988.0	0.49558841804399156	5417	tt3640682	2015	
I Spit on Your Grave	10805.0	4494.0	0.2937446891953722	2584	tt1242432	2010	
I Still Know What You Did Last Summer	6568.0	2894.0	0.305854998943141	2585	tt0130018	1998	74.0
I Think I Love My Wife	5773.0	4041.0	0.41175871204401876	4395	tt0770772	2007	15.0
I Walked with a Zombie	4304.0	4273.0	0.4981928413198088	4396	tt0036027	1943	
I'll Do Anything	15334.0	11408.0	0.42659486949368036	2587	tt0110097	1994	21.0
I'll See You in My Dreams	2446.0	7170.0	0.7456322795341098	5418	tt3236120	2015	7.0
I, Robot	6207.0	2086.0	0.25153744121548294	8911	tt0343818	2004	203.0
Identity	3140.0	1230.0	0.2814645308924485	4397	tt0309698	2003	74.0
Identity Thief	5598.0	2833.0	0.33602182422014	7447	tt2024432	2013	143.0
Idiocracy	6829.0	1668.0	0.19630457808638344	4399	tt0387808	2006	0.0
In Bruges	9542.0	820.0	0.07913530206523837	8916	tt0780536	2008	9.0
In Good Company	7656.0	1765.0	0.1873474153486891	4403	tt0385267	2004	63.0
In Her Shoes	1622.0	8498.0	0.8397233201581028	4404	tt0388125	2005	44.0
In Time	4560.0	1216.0	0.21052631578947367	6747	tt1637688	2011	41.0
In the Bedroom	7856.0	4682.0	0.3734247886425267	2596	tt0247425	2001	55.0
In the Line of Fire	6081.0	2228.0	0.2681429774942833	8488	tt0107206	1993	214.0
In the Loop	22050.0	7050.0	0.2422680412371134	2597	tt1226774	2009	2.0
In the Mouth of Madness	3734.0	1374.0	0.2689898198903681	7102	tt0113409	1994	18.0
In the Valley of Elah	5426.0	2655.0	0.32854844697438434	4409	tt0478134	2007	8.0
Inception	12406.0	2678.0	0.17753911429329092	2598	tt1375666	2010	323.0
Independence Day	5202.0	849.0	0.14030738720872582	1030	tt0116629	1996	602.0
Indiana Jones and the Kingdom of the Crystal Skull	8723.0	1977.0	0.1847663551401869	7330	tt0367882	2008	384.0
Indiana Jones and the Last Crusade	13532.0	1452.0	0.09690336358782702	2604	tt0097576	1989	431.0
Indiana Jones and the Temple of Doom	3678.0	1564.0	0.2983594048073254	1036	tt0087469	1984	466.0
Infinitely Polar Bear	4361.0	4583.0	0.5124105545617174	5420	tt1969062	2014	1.0
Inglourious Basterds	12648.0	3240.0	0.2039274924471299	4423	tt0361748	2009	140.0
Inherent Vice	10564.0	4888.0	0.31633445508672015	6867	tt1791528	2014	8.0
Innerspace	6398.0	1192.0	0.15704874835309618	2613	tt0093260	1987	57.0
Inside Man	10690.0	1916.0	0.15199111534190068	6968	tt0454848	2006	117.0
Inside Out	2696.0	4836.0	0.6420605416887945	5424	tt2096673	2015	367.0
Insidious	3879.0	4351.0	0.5286755771567436	2618	tt1591095	2010	59.0
Insidious: Chapter 2	3585.0	2624.0	0.4226123369302625	7779	tt2226417	2013	89.0
Insomnia	10978.0	3606.0	0.24725726823916622	2619	tt0278504	2002	100.0
Interstellar	7187.0	2276.0	0.24051569269787593	6092	tt0816692	2014	200.0
Interview with the Vampire: The Vampire Chronicles	19474.0	3610.0	0.15638537515162018	2622	tt0110148	1994	218.0
Into the Night	2535.0	1362.0	0.3494996150885296	7424	tt0089346	1985	16.0
Into the Wild	12016.0	6718.0	0.3585993381018469	2625	tt0758758	2007	23.0
Into the Woods	3535.0	3652.0	0.5081396966745513	5423	tt2180411	2014	136.0
Intolerable Cruelty	5092.0	3668.0	0.4187214611872146	1041	tt0138524	2003	50.0
Inventing the Abbotts	12134.0	8748.0	0.41892539028828657	2629	tt0119381	1997	11.0
Invictus	6534.0	713.0	0.09838553884365944	2632	tt1057500	2009	43.0
Isle of the Dead	5141.0	2615.0	0.33715832903558535	4437	tt0037820	1945	
It Follows	1239.0	2465.0	0.6654967602591793	7631	tt3235888	2014	15.0
It's Complicated	5203.0	5765.0	0.525619985412108	2644	tt1230414	2009	131.0
It's Kind of a Funny Story	7321.0	1613.0	0.1805462278934408	4440	tt0804497	2010	7.0
It's a Wonderful Life	12410.0	1268.0	0.09270361163912853	2642	tt0038650	1946	
JFK	50752.0	7544.0	0.12940853574859337	2682	tt0102138	1991	145.0
Jack Goes Boating	5167.0	2881.0	0.35797713717693835	4441	tt1278379	2010	0.0
Jack Reacher	3057.0	2908.0	0.4875104777870914	6495	tt0790724	2012	87.0
Jackie Brown	25984.0	13244.0	0.337615988579586	2653	tt0119396	1997	75.0
Jacob's Ladder	6508.0	2229.0	0.25512189538743274	1053	tt0099871	1990	53.0
Jane Eyre	7696.0	8849.0	0.5348443638561499	2660	tt1229822	2011	12.0
Jason Goes to Hell: The Final Friday	2225.0	397.0	0.15141113653699467	4238	tt0107254	1993	33.0
Jason Lives: Friday the 13th Part VI	3191.0	2105.0	0.39746978851963743	4236	tt0091080	1986	44.0
Jason X	5130.0	3235.0	0.38673042438732813	2664	tt0211443	2001	19.0
Jaws	8457.0	835.0	0.08986224709427465	2666	tt0073195	1975	1103.0
Jaws 2	6363.0	1641.0	0.20502248875562218	2671	tt0077766	1978	382.0
Jaws 3-D	3733.0	1953.0	0.34347520225114314	4449	tt0085750	1983	116.0
Jaws: The Revenge	5630.0	3079.0	0.3535423125502354	4450	tt0093300	1987	46.0
Jay and Silent Bob Strike Back	19270.0	4614.0	0.19318372131971195	2673	tt0261392	2001	46.0
Jeepers Creepers II	4827.0	1157.0	0.19334893048128343	4453	tt0301470	2003	50.0
Jeff, Who Lives at Home	4315.0	1392.0	0.24391098650779744	7624	tt1588334	2011	4.0
Jennifer 8	18816.0	2716.0	0.12613784135240572	2675	tt0104549	1992	23.0
Jennifer's Body	2447.0	7381.0	0.751017501017501	7157	tt1131734	2009	18.0
Jerry Maguire	12742.0	7690.0	0.3763703993735317	2679	tt0116695	1996	303.0
Jimmy and Judy	5188.0	2618.0	0.3353830386881886	1061	tt0425151	2006	
John Q	5367.0	2604.0	0.32668423033496424	1060	tt0251160	2002	106.0
Jonah Hex	5503.0	283.0	0.04891116488074663	4459	tt1075747	2010	11.0
Jonah: A VeggieTales Movie	1067.0	119.0	0.10033726812816189	4460	tt0298388	2002	38.0
Joy	6543.0	7772.0	0.542926999650716	8196	tt2446980	2015	57.0
Joy Ride	4239.0	909.0	0.17657342657342656	7892	tt0206314	2001	33.0
Judge Dredd	8136.0	3262.0	0.2861905597473241	2687	tt0113492	1995	69.0
Julius Caesar	12574.0	648.0	0.0490092270458327	8307	tt0045943	1953	
Jumper	7489.0	1356.0	0.15330695308083664	7651	tt0489099	2008	97.0
Jumpin' Jack Flash	1246.0	5505.0	0.815434750407347	6798	tt0091306	1986	60.0
Juno	5138.0	17534.0	0.7733768525052929	2688	tt0467406	2007	180.0
Jurassic Park	9972.0	1941.0	0.16293125157391086	2690	tt0107290	1993	844.0
Jurassic Park III	3307.0	824.0	0.19946744129750665	1062	tt0163025	2001	278.0
K-PAX	7243.0	1445.0	0.16632136279926335	4488	tt0272152	2001	77.0
Kafka	6150.0	1597.0	0.2061443139279721	1067	tt0102181	1991	2.0
Kalifornia	4787.0	2986.0	0.38415026373343625	2697	tt0107302	1993	5.0
Kate & Leopold	4676.0	841.0	0.1524379191589632	1213	tt0035423	2001	72.0
Kick-Ass	8195.0	1625.0	0.16547861507128309	6864	tt1250777	2010	52.0
Kicking and Screaming	3671.0	1345.0	0.26814194577352474	7180	tt0113537	1995	1.0
Kids	8156.0	3916.0	0.3243870112657389	2699	tt0113540	1995	14.0
Kill Bill (Pt 1+2)	6710.0	6797.0	0.5032205523062115	4474	tt0266697	2003	101.0
Kill Bill: Vol. 2	5283.0	2530.0	0.32381927556636375	6193	tt0378194	2004	92.0
Kill Your Darlings	5574.0	476.0	0.07867768595041322	4477	tt1311071	2013	1.0
Killer Joe	6661.0	2392.0	0.2642218049265437	7130	tt1726669	2011	2.0
Killing Zoe	6474.0	708.0	0.0985797827903091	8508	tt0110265	1993	0.0
King Kong	15201.0	2187.0	0.12577639751552794	8174	tt0024216	1933	
King Kong	15201.0	2187.0	0.12577639751552794	2704	tt0360717	2005	295.0
Kingdom of Heaven	6518.0	864.0	0.11704145218098076	8382	tt0320661	2005	64.0
Kingsman: The Secret Service	11513.0	799.0	0.06489603638726446	7730	tt2802144	2014	136.0
Kiss of Death	5252.0	1019.0	0.16249402009248923	8510	tt0113552	1995	29.0
Klute	4930.0	4059.0	0.45155189676270996	2713	tt0067309	1971	
Knight Moves	6816.0	2702.0	0.28388316873292707	4487	tt0104627	1992	1.0
Knight and Day	5426.0	4048.0	0.42727464640067553	8045	tt1013743	2010	84.0
Knocked Up	15607.0	9169.0	0.37007587988375845	2714	tt0478311	2007	188.0
Kramer vs. Kramer	8947.0	1878.0	0.17348729792147807	4489	tt0079417	1979	367.0
Kundun	4376.0	312.0	0.06655290102389079	1077	tt0119485	1997	10.0
Kung Fu Panda	10262.0	1058.0	0.09346289752650176	2719	tt0441773	2008	260.0
L'Avventura	4878.0	3905.0	0.4446089035637026	701	tt0053619	1960	
L.A. Confidential	8367.0	1120.0	0.11805628755138611	1080	tt0119488	1997	122.0
La Bamba	5097.0	1723.0	0.25263929618768327	7521	tt0093378	1987	120.0
Labor Day	6227.0	3286.0	0.34542205403132553	4495	tt1967545	2013	14.0
Lake Placid	8932.0	5250.0	0.37018756169792694	2728	tt0139414	1999	54.0
Land of the Dead	3686.0	486.0	0.11649089165867689	2731	tt0418819	2005	27.0
Larry Crowne	6963.0	6289.0	0.47456987624509506	2733	tt1583420	2011	39.0
Last Chance Harvey	6880.0	4380.0	0.38898756660746003	2736	tt1046947	2008	18.0
Last Man Standing	6440.0	819.0	0.1128254580520733	8412	tt0116830	1996	35.0
Last Night	3320.0	4646.0	0.5832287220687924	8961	tt1294688	2010	
Last Tango in Paris	6664.0	4167.0	0.38472901855784325	2743	tt0070849	1972	
Last Time Forever	3147.0	1541.0	0.32871160409556316	8963	tt0479942	2006	
Law Abiding Citizen	7994.0	1101.0	0.12105552501374381	1091	tt1197624	2009	85.0
Lawless	9920.0	1097.0	0.09957338658436961	7882	tt1212450	2012	40.0
Learning to Drive	3208.0	3064.0	0.4885204081632653	5432	tt3062976	2014	3.0
Leaving Las Vegas	9062.0	7272.0	0.4452063181094649	2745	tt0113627	1995	64.0
Lee Daniels' The Butler	6924.0	2359.0	0.2541204352041366	9247	tt1327773	2013	125.0
Legally Blonde	2754.0	7134.0	0.7214805825242718	1093	tt0250494	2001	146.0
Legend	15716.0	5300.0	0.25218880852683667	7922	tt3569230	2015	1.0
Legend	15716.0	5300.0	0.25218880852683667	4515	tt0089469	1985	37.0
Legion	7482.0	3302.0	0.30619436201780414	1094	tt1038686	2010	44.0
Legionnaire	5849.0	264.0	0.0431866513986586	4516	tt0126388	1998	
Les Mis�rables	10977.0	3079.0	0.21905236198064884	2754	tt1707386	2012	162.0
Let Me In	2434.0	919.0	0.27408291082612585	9253	tt1228987	2010	13.0
Lethal Weapon	13854.0	1282.0	0.08469873150105708	2755	tt0093409	1987	145.0
Lethal Weapon 4	18758.0	2096.0	0.10050829577059557	2757	tt0122151	1998	241.0
Letters to Juliet	4128.0	5078.0	0.5515967847056268	4525	tt0892318	2010	58.0
Leviathan	3812.0	1030.0	0.2127220156959934	1097	tt0097737	1989	34.0
Liar Liar	5714.0	2045.0	0.26356489238303904	8971	tt0119528	1997	343.0
Life	27748.0	558.0	0.01971313502437646	2762	tt0123964	1999	109.0
Life Is Beautiful	7517.0	1044.0	0.12194837051746292	5916	tt0118799	1997	109.0
Life as a House	15390.0	6262.0	0.2892111583225568	2764	tt0264796	2001	23.0
Life of Pi	6914.0	289.0	0.040122171317506596	2769	tt0454876	2012	136.0
Life on Liberty Street	2421.0	4100.0	0.6287379236313448	8972	tt0399281	2004	
Light Sleeper	9836.0	4652.0	0.3210933186085036	2770	tt0102307	1992	2.0
Light of Day	4054.0	3076.0	0.4314165497896213	8453	tt0093415	1987	23.0
Limitless	9012.0	1858.0	0.17092916283348666	2775	tt1219289	2011	86.0
Lincoln	12134.0	1716.0	0.12389891696750903	2777	tt0443272	2012	198.0
Lions for Lambs	6611.0	1282.0	0.16242239959457747	6966	tt0891527	2007	18.0
Little Athens	5501.0	2768.0	0.3347442254202443	1107	tt0417907	2005	
Little Children	2962.0	2891.0	0.49393473432427815	4539	tt0404203	2006	7.0
Little Man Tate	4549.0	5942.0	0.5663902392526928	7535	tt0102316	1991	51.0
Little Miss Sunshine	5594.0	2852.0	0.33767463888231114	4540	tt0449059	2006	79.0
Little Nicky	14414.0	2418.0	0.14365494296577946	2785	tt0185431	2000	63.0
Live and Let Die	2263.0	303.0	0.11808261886204209	6101	tt0070328	1973	174.0
Living in Oblivion	14172.0	7582.0	0.3485336030155374	2787	tt0113677	1995	2.0
Local Hero	6450.0	395.0	0.0577063550036523	8562	tt0085859	1983	
Locke	8226.0	827.0	0.09135093339224566	5431	tt2692904	2013	1.0
Logan's Run	4977.0	760.0	0.13247341816280286	4543	tt0074812	1976	102.0
Lone Star	23182.0	9202.0	0.2841526679841897	2793	tt0116905	1996	26.0
Looney Tunes: Back in Action	5416.0	1852.0	0.25481563015960373	4553	tt0318155	2003	30.0
Looper	11397.0	2879.0	0.2016671336508826	2797	tt1276104	2012	72.0
Lord of Illusions	9926.0	1950.0	0.1641966992253284	2799	tt0113690	1995	26.0
Lord of War	18110.0	1530.0	0.07790224032586558	2804	tt0399295	2005	32.0
Lost Highway	2898.0	859.0	0.22863987223848817	4561	tt0116922	1997	7.0
Lost Horizon	23422.0	2770.0	0.1057574832009774	2807	tt0029162	1937	
Lost Souls	3572.0	2870.0	0.44551381558522196	4565	tt0160484	2000	27.0
Lost in America	12253.0	4078.0	0.24970914212234402	8272	tt0089504	1985	
Lost in Space	5936.0	1720.0	0.22466039707419017	1118	tt0120738	1998	128.0
Lost in Translation	1865.0	2220.0	0.543451652386781	2812	tt0335266	2003	64.0
Love & Basketball	4260.0	5638.0	0.5696100222267124	2814	tt0199725	2000	44.0
Love & Other Drugs	5063.0	3202.0	0.3874168179068361	8232	tt0758752	2010	35.0
Love Is Strange	7766.0	2296.0	0.22818525144106538	5435	tt2639344	2014	2.0
Lucky Number Slevin	10302.0	1764.0	0.1461959224266534	8556	tt0425210	2006	29.0
Lucy	2827.0	3143.0	0.5264656616415411	6529	tt2872732	2014	135.0
L�on: The Professional	3614.0	2155.0	0.3735482752643439	4519	tt0110413	1994	67.0
MASH	13376.0	593.0	0.042451141814016755	6514	tt0066026	1970	458.0
Macbeth	4575.0	1274.0	0.21781501111301077	5437	tt0434541	2006	1.0
Machete	3965.0	1939.0	0.32842140921409213	2815	tt0985694	2010	29.0
Machine Gun Preacher	7062.0	1844.0	0.2070514260049405	2816	tt1586752	2011	0.0
Made	10410.0	682.0	0.06148575549945907	4572	tt0227005	2001	8.0
Made in Dagenham	3492.0	6394.0	0.6467732146469756	4575	tt1371155	2010	1.0
Magnolia	33024.0	8466.0	0.20404916847433116	2821	tt0175880	1999	38.0
Magnum Force	2532.0	227.0	0.08227618702428416	6155	tt0070355	1973	
Major League	20150.0	4882.0	0.1950303611377437	2824	tt0097815	1989	109.0
Malcolm X	8054.0	859.0	0.0963760798833165	1126	tt0104797	1992	101.0
Maleficent	4766.0	10063.0	0.6786027378784814	8653	tt1587310	2014	256.0
Malibu's Most Wanted	9810.0	1544.0	0.13598731724502378	1127	tt0328099	2003	49.0
Malice	6707.0	3136.0	0.31860205221985166	7548	tt0107497	1993	96.0
Mallrats	4793.0	677.0	0.12376599634369287	6388	tt0113749	1995	4.0
Man Trouble	6493.0	4239.0	0.39498695490123	1129	tt0104804	1992	8.0
Man Up	4156.0	4694.0	0.5303954802259887	7871	tt3064298	2015	
Man on Fire	5133.0	2015.0	0.2818970341354225	1128	tt0328107	2004	109.0
Man on the Moon	15692.0	1356.0	0.07954012200844673	2833	tt0125664	1999	59.0
Mandingo	2786.0	665.0	0.1926977687626775	4588	tt0073349	1975	
Manhattan Murder Mystery	12493.0	10147.0	0.44818904593639575	2846	tt0107507	1993	23.0
Manhunter	8650.0	1310.0	0.13152610441767068	1136	tt0091474	1986	20.0
Maps to the Stars	3360.0	4136.0	0.551760939167556	7307	tt2172584	2014	
Margaret	7921.0	17229.0	0.6850497017892644	8992	tt0466893	2011	
Margin Call	11181.0	1107.0	0.090087890625	2852	tt1615147	2011	5.0
Margot at the Wedding	5120.0	10594.0	0.6741758941071656	2854	tt0757361	2007	2.0
Maria Full of Grace	2635.0	5364.0	0.6705838229778722	4596	tt0390221	2004	9.0
Marley & Me	11120.0	6367.0	0.36409904500486073	2857	tt0822832	2008	173.0
Mars Attacks!	5060.0	1075.0	0.1752241238793806	4597	tt0116996	1996	74.0
Martha Marcy May Marlene	2073.0	4657.0	0.6919762258543833	2858	tt1441326	2011	3.0
Martyrs	109.0	3055.0	0.9655499367888748	8614	tt1663655	2015	
Mary Shelley's Frankenstein	5167.0	1333.0	0.20507692307692307	4228	tt0109836	1994	45.0
Match Point	11630.0	8158.0	0.41227006266424093	6833	tt0416320	2005	31.0
Matchstick Men	9119.0	2881.0	0.24008333333333334	1142	tt0325805	2003	53.0
Maverick	7080.0	1973.0	0.21793880481608308	4601	tt0110478	1994	212.0
Max Payne	3007.0	319.0	0.09591100420926037	1146	tt0467197	2008	49.0
Maximum Overdrive	1512.0	633.0	0.2951048951048951	6580	tt0091499	1986	17.0
Me Him Her	6138.0	3249.0	0.3461169702780441	8233	tt2507238	2015	
Me and Earl and the Dying Girl	7326.0	2585.0	0.26082130965593786	5440	tt2582496	2015	6.0
Mean Girls	1415.0	6490.0	0.8209993674889311	4605	tt0377092	2004	120.0
Mean Streets	7831.0	414.0	0.05021224984839297	4606	tt0070379	1973	
Meet Joe Black	20874.0	7186.0	0.25609408410548823	2881	tt0119643	1998	82.0
Meet John Doe	24520.0	7260.0	0.22844556324732537	2884	tt0033891	1941	
Melvin and Howard	3415.0	1448.0	0.29775858523545135	4607	tt0081150	1980	
Memento	16450.0	3646.0	0.18142914012738853	2887	tt0209144	2000	41.0
Memoirs of a Geisha	1686.0	4204.0	0.7137521222410866	4608	tt0397535	2005	77.0
Memoirs of an Invisible Man	7524.0	1360.0	0.15308419630796938	7323	tt0104850	1992	30.0
Memphis Belle	8005.0	103.0	0.012703502713369511	4609	tt0100133	1990	56.0
Men in Black	6057.0	776.0	0.11356651543977755	1148	tt0119654	1997	473.0
Men in Black 3	14351.0	113.0	0.0078125	2894	tt1409024	2012	195.0
Metro	7915.0	781.0	0.08981140754369825	1152	tt0119664	1997	60.0
Miami Vice	6098.0	2047.0	0.2513198281154082	2900	tt0430357	2006	84.0
Michael Clayton	6538.0	1158.0	0.15046777546777546	4619	tt0465538	2007	61.0
Middle of Nowhere	2549.0	6183.0	0.7080852038479157	4622	tt1211890	2012	
Midnight Cowboy	11902.0	1478.0	0.11046337817638266	2901	tt0064665	1969	
Midnight Express	4516.0	241.0	0.050662182047508934	1155	tt0077928	1978	130.0
Midnight in Paris	6761.0	4415.0	0.39504294917680743	9008	tt1605783	2011	62.0
Mighty Joe Young	4573.0	2329.0	0.3374384236453202	4625	tt0120751	1998	93.0
Mighty Morphin Power Rangers: The Movie	3713.0	1569.0	0.2970465732677016	4626	tt0113820	1995	75.0
Milk	10769.0	357.0	0.03208700341542333	1153	tt1013753	2008	38.0
Million Dollar Baby	8517.0	2035.0	0.19285443517816528	5930	tt0405159	2004	140.0
Mimic	3151.0	1607.0	0.33774695250105086	2918	tt0119675	1997	48.0
Mini's First Time	3607.0	8069.0	0.6910757108598835	2920	tt0425253	2006	
Minions	1800.0	1828.0	0.503858875413451	7986	tt2293640	2015	346.0
Minority Report	12078.0	2369.0	0.16397868069495397	2924	tt0181689	2002	197.0
Mirrors	10022.0	4418.0	0.3059556786703601	2927	tt0790686	2008	37.0
Misery	3630.0	6314.0	0.6349557522123894	2930	tt0100157	1990	126.0
Mission to Mars	7302.0	1062.0	0.12697274031563846	1165	tt0183523	2000	98.0
Mission: Impossible	13346.0	2844.0	0.1756639901173564	2933	tt0117060	1996	356.0
Mission: Impossible II	17418.0	3346.0	0.1611442881911	2935	tt0120755	2000	347.0
Mississippi Grind	7506.0	1450.0	0.16190263510495756	5442	tt2349144	2015	
Mistress America	1740.0	9729.0	0.8482866858488098	5443	tt2872462	2015	2.0
Modern Problems	3136.0	2594.0	0.4527050610820244	7697	tt0082763	1981	
Moneyball	13269.0	511.0	0.03708272859216256	9015	tt1210166	2011	82.0
Monkeybone	4418.0	1667.0	0.2739523418241578	1166	tt0166276	2001	8.0
Monster House	4218.0	2086.0	0.3309010152284264	6050	tt0385880	2006	97.0
Monster's Ball	2668.0	889.0	0.24992971605285352	2944	tt0285742	2001	48.0
Monsters University	5733.0	877.0	0.13267776096822995	9017	tt1453405	2013	286.0
Monsters, Inc.	10184.0	399.0	0.03770197486535009	7991	tt0198781	2001	445.0
Monte Carlo	3772.0	13256.0	0.778482499412732	2945	tt1067774	2011	25.0
Moon	5110.0	262.0	0.04877140729709605	2946	tt1182345	2009	5.0
Moonrise Kingdom	5970.0	2347.0	0.2821930984730071	2947	tt1748122	2012	49.0
Moonstruck	10068.0	8632.0	0.4616042780748663	2949	tt0093565	1987	179.0
Mortdecai	7576.0	1583.0	0.17283546238672345	7332	tt3045616	2015	7.0
Moscow on the Hudson	5038.0	910.0	0.15299260255548083	8218	tt0087747	1984	64.0
Motel Hell	2029.0	1787.0	0.46829140461215935	8604	tt0081184	1980	
Mother and Child	1556.0	8093.0	0.8387397657788371	4647	tt1121977	2009	1.0
Mr. & Mrs. Smith	2734.0	2104.0	0.4348904505994213	9021	tt0356910	2005	252.0
Mr. Blandings Builds His Dream House	21358.0	7884.0	0.26961220162779564	2952	tt0040613	1948	
Mr. Brooks	8649.0	1479.0	0.14603080568720378	1169	tt0780571	2007	36.0
Mr. Deeds Goes to Town	26508.0	5872.0	0.1813465101914762	2954	tt0027996	1936	
Mr. Smith Goes to Washington	18553.0	1220.0	0.06170029838668892	4658	tt0031679	1939	
Mr. Turner	6134.0	3117.0	0.33693654740028106	5448	tt2473794	2014	4.0
Mrs Brown	11684.0	4068.0	0.25825292026409347	2957	tt0119280	1997	17.0
Mrs. Winterbourne	1006.0	6431.0	0.8647304020438349	4660	tt0117104	1996	19.0
Mud	18069.0	2578.0	0.12486075458904441	2959	tt1935179	2012	23.0
Mulan	10856.0	3560.0	0.2469478357380688	2961	tt0120762	1998	224.0
Mulholland Drive	5368.0	8362.0	0.6090313182811362	2962	tt0166924	2001	11.0
Mumford	19462.0	8996.0	0.3161149764565324	2964	tt0140397	1999	7.0
Munich	9890.0	875.0	0.08128193218764515	9025	tt0408306	2005	64.0
Music of the Heart	5136.0	17274.0	0.7708165997322624	2968	tt0166943	1999	25.0
Mute Witness	2471.0	1160.0	0.3194712200495731	2969	tt0110604	1995	2.0
My Best Friend's Birthday	8183.0	1667.0	0.16923857868020303	6625	tt0359715	1987	
My Best Friend's Wedding	3308.0	6540.0	0.6640942323314378	1179	tt0119738	1997	240.0
My Big Fat Greek Wedding	3304.0	4632.0	0.5836693548387096	7698	tt0259446	2002	360.0
My Bloody Valentine	3267.0	1287.0	0.2826086956521739	7149	tt1179891	2009	59.0
My Blue Heaven	850.0	804.0	0.4860943168077388	7926	tt0100212	1990	48.0
My Bodyguard	5978.0	1367.0	0.18611300204220557	7219	tt0081207	1980	
My Cousin Vinny	3728.0	409.0	0.09886391104665217	8253	tt0104952	1992	110.0
My Girl	3120.0	3666.0	0.5402298850574713	1178	tt0102492	1991	123.0
My Girl 2	5224.0	5053.0	0.49168045149362655	4670	tt0110613	1994	34.0
My Own Private Idaho	6253.0	252.0	0.03873943120676403	8420	tt0102494	1991	13.0
My Pure Joy	8097.0	396.0	0.04662663369833981	4674	tt1909807	2011	
My Week with Marilyn	14201.0	9047.0	0.3891517549896765	2975	tt1655420	2011	16.0
Mystery Men	11178.0	2032.0	0.1538228614685844	2976	tt0132347	1999	50.0
Mystery of the Wax Museum	6166.0	3655.0	0.3721616943284798	4677	tt0024368	1933	
Mystic River	9709.0	1051.0	0.09767657992565056	7502	tt0327056	2003	129.0
Naked Lunch	7178.0	1288.0	0.1521379636191826	7212	tt0102511	1991	5.0
Narrow Margin	3765.0	905.0	0.1937901498929336	7441	tt0100224	1990	22.0
Nashville	13316.0	4254.0	0.2421172453044963	2980	tt0073440	1975	
